,months_as_customer,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
502,202,1/24/2009,IL,100/300,2000,1132.74,0,616120,FEMALE,Associate,armed-forces,exercise,husband,0,-37500,2/4/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,12,1,YES,1,1,NO,56320,Nissan,Ultima,2005,0
503,289,8/29/1995,IL,500/1000,500,1173.37,8000000,461744,FEMALE,PhD,handlers-cleaners,board-games,own-child,0,-42700,1/9/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1,1,?,1,0,?,34320,Accura,TL,1999,0
504,61,7/31/2011,OH,100/300,2000,1188.28,6000000,475916,FEMALE,JD,farming-fishing,skydiving,wife,0,-53800,2/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,16,2,YES,1,0,NO,35880,Ford,F150,2015,1
505,334,1/5/2013,IL,100/300,1000,876.88,6000000,454434,MALE,MD,sales,reading,other-relative,0,0,1/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,2,1,NO,2,1,NO,38220,Jeep,Grand Cherokee,1998,0
506,12,11/18/1994,IL,500/1000,1000,1143.95,0,464353,FEMALE,PhD,tech-support,paintball,other-relative,51400,0,2/4/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,13,3,NO,2,1,?,41510,Nissan,Ultima,2011,0
507,86,8/30/2014,IL,100/300,2000,1409.06,0,610302,MALE,High School,prof-specialty,yachting,husband,74200,-68100,1/30/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,0,1,NO,2,2,YES,38720,Accura,MDX,2005,0
508,83,1/1/2006,IN,500/1000,1000,1070.63,0,462106,FEMALE,High School,machine-op-inspct,board-games,unmarried,0,0,2/20/2015,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,0,3,?,0,1,NO,43120,Honda,CRV,2003,0
509,126,9/10/1998,IL,500/1000,2000,916.13,0,431389,MALE,College,sales,golf,unmarried,55300,-58400,1/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,16,3,YES,2,0,NO,55620,Mercedes,E400,2002,0
510,209,1/28/2010,OH,250/500,500,1191.5,0,442866,MALE,High School,priv-house-serv,reading,husband,38600,-52900,1/31/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,8,1,NO,2,0,?,62300,Audi,A3,2015,0
511,283,1/4/2003,OH,500/1000,1000,1474.66,0,446755,FEMALE,JD,sales,paintball,husband,0,-46200,2/17/2015,Parked Car,?,Trivial Damage,Police,NY,Hillsdale,9,1,?,2,3,NO,4920,Volkswagen,Jetta,2003,0
512,194,5/24/2004,IL,250/500,1000,1193.45,0,464743,MALE,JD,other-service,hiking,not-in-family,0,0,1/24/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,11,1,?,2,1,YES,41160,Nissan,Pathfinder,1997,0
513,184,9/12/1994,IL,250/500,1000,1437.53,0,437889,FEMALE,College,transport-moving,chess,not-in-family,0,0,2/2/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,6,3,?,0,2,NO,35820,Dodge,RAM,2013,1
514,479,7/7/1997,IL,100/300,2000,1304.83,0,473638,FEMALE,College,other-service,cross-fit,husband,0,0,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,18,1,NO,0,0,NO,45450,Honda,Civic,2001,0
515,284,3/1/1991,OH,250/500,1000,1168.8,0,444232,FEMALE,JD,tech-support,movies,other-relative,0,-42400,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,11,1,?,0,3,YES,26000,Mercedes,E400,2001,0
516,65,9/29/2001,IN,100/300,1000,1164.97,0,477695,FEMALE,College,adm-clerical,exercise,wife,43000,-42500,1/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,17,1,?,1,2,YES,32130,Chevrolet,Silverado,2004,0
517,222,1/10/2012,IL,250/500,1000,1232.72,0,458237,MALE,High School,armed-forces,hiking,own-child,87800,-51200,2/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,21,3,?,1,0,NO,58640,Jeep,Wrangler,1999,1
518,196,7/5/2001,IL,250/500,2000,1800.76,0,441499,MALE,JD,protective-serv,camping,other-relative,0,-78600,1/14/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,0,3,NO,1,0,NO,38240,Jeep,Grand Cherokee,2009,0
519,253,8/7/1991,IL,500/1000,500,1187.01,7000000,613436,FEMALE,Associate,tech-support,exercise,unmarried,46300,-33000,2/2/2015,Vehicle Theft,?,Trivial Damage,Police,NY,Northbrook,9,1,NO,0,1,?,2560,Chevrolet,Tahoe,2014,0
520,280,7/24/2012,IN,100/300,1000,1559.34,0,448912,MALE,JD,transport-moving,hiking,own-child,0,-51600,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1,1,NO,0,2,?,56000,Accura,RSX,2004,0
521,5,7/27/2014,IL,250/500,2000,1137.02,0,468872,FEMALE,PhD,farming-fishing,skydiving,not-in-family,31500,0,1/25/2015,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,22,1,YES,1,3,?,56070,Audi,A5,2003,0
522,220,8/8/1994,IN,100/300,1000,1281.72,0,619811,MALE,College,farming-fishing,hiking,other-relative,33500,-49500,2/13/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,20,4,NO,0,2,YES,39060,Honda,Civic,2005,0
523,85,12/9/2001,OH,100/300,1000,796.35,0,614166,FEMALE,MD,craft-repair,video-games,own-child,72400,-77000,2/20/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,9,3,YES,2,1,YES,42880,Ford,F150,2004,0
524,266,3/14/1990,OH,250/500,500,1270.02,0,456600,FEMALE,Associate,tech-support,skydiving,own-child,0,-45800,1/8/2015,Parked Car,?,Minor Damage,Police,NC,Northbrook,5,1,NO,1,2,?,1440,Toyota,Corolla,2004,0
525,41,3/28/2006,IL,100/300,1000,1383.13,0,618405,FEMALE,JD,prof-specialty,exercise,own-child,46700,0,2/28/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Riverwood,12,1,YES,1,1,?,5300,Jeep,Grand Cherokee,1997,0
526,316,12/23/2013,IL,100/300,2000,1290.74,5000000,430832,FEMALE,High School,prof-specialty,kayaking,husband,58300,0,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,6,3,NO,2,0,YES,57360,Suburu,Legacy,2013,0
527,285,9/30/1991,IN,100/300,1000,1216.68,0,610989,FEMALE,Masters,sales,basketball,other-relative,55100,0,1/6/2015,Vehicle Theft,?,Trivial Damage,Police,SC,Columbus,8,1,NO,1,1,NO,2100,Ford,F150,2013,0
528,379,12/27/2001,IL,100/300,500,1251.16,0,447750,FEMALE,Associate,machine-op-inspct,kayaking,not-in-family,41400,0,2/15/2015,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,14,1,?,0,1,NO,63300,Jeep,Grand Cherokee,2010,0
529,15,4/7/2005,IN,250/500,2000,1586.41,0,608708,FEMALE,High School,sales,video-games,other-relative,33500,-58900,1/20/2015,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,10,1,YES,1,3,?,54960,BMW,X5,2010,1
530,354,4/8/2003,IL,500/1000,2000,1526.11,5000000,469650,FEMALE,Masters,sales,exercise,unmarried,0,0,1/3/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,12,1,?,2,3,YES,60160,Chevrolet,Malibu,1995,0
531,342,11/14/2005,IN,100/300,1000,1028.44,0,602304,FEMALE,College,prof-specialty,dancing,not-in-family,0,0,1/26/2015,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,12,1,?,0,0,NO,58880,Accura,MDX,2000,0
532,169,1/7/2005,IL,100/300,1000,1555.94,0,459878,MALE,PhD,craft-repair,skydiving,own-child,23300,0,1/25/2015,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,12,3,NO,1,3,YES,59310,Mercedes,C300,2012,0
533,339,2/14/1994,IN,500/1000,2000,1570.77,0,441142,MALE,JD,adm-clerical,paintball,not-in-family,98800,-65300,1/18/2015,Vehicle Theft,?,Minor Damage,None,SC,Columbus,13,1,NO,0,3,NO,4960,Mercedes,ML350,2009,0
534,259,1/23/1996,OH,100/300,2000,1170.53,0,465667,FEMALE,PhD,armed-forces,sleeping,wife,65000,-49200,1/12/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,17,3,NO,1,2,YES,45520,Nissan,Pathfinder,2006,0
535,65,12/12/1999,OH,250/500,1000,1099.95,0,473109,FEMALE,College,sales,dancing,wife,0,-71900,1/15/2015,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,14,1,NO,1,0,YES,39300,Accura,MDX,2005,1
536,254,7/15/2004,IL,250/500,2000,1472.43,0,619794,MALE,MD,tech-support,basketball,husband,0,-90600,1/10/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,3,3,?,1,3,YES,46240,Volkswagen,Jetta,2004,0
537,440,11/7/2012,IL,250/500,500,1275.62,0,602258,FEMALE,Associate,priv-house-serv,reading,other-relative,0,-56200,1/23/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,18,3,YES,2,1,NO,49120,Nissan,Ultima,1995,0
538,478,6/29/2009,IL,250/500,1000,1292.3,0,479724,MALE,High School,adm-clerical,paintball,own-child,47600,0,2/21/2015,Parked Car,?,Minor Damage,None,VA,Northbend,5,1,YES,1,3,NO,3290,Dodge,Neon,2007,1
539,230,6/26/2000,IN,250/500,2000,1009.37,0,442210,FEMALE,College,prof-specialty,hiking,other-relative,45400,-39400,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,NO,0,2,YES,47180,BMW,X5,2015,0
540,138,1/9/2002,OH,500/1000,500,1093.07,4000000,463291,FEMALE,PhD,other-service,reading,wife,27700,-72400,1/6/2015,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,0,1,?,2,2,NO,62370,Volkswagen,Jetta,2011,0
541,239,11/11/2013,OH,250/500,1000,1325.44,7000000,474898,FEMALE,JD,farming-fishing,paintball,other-relative,51400,-6300,2/18/2015,Parked Car,?,Trivial Damage,Police,NC,Arlington,22,1,?,0,2,YES,8300,Mercedes,E400,2013,0
542,93,1/14/2008,IL,100/300,2000,1017.18,0,431354,FEMALE,MD,prof-specialty,paintball,husband,0,0,2/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,21,3,YES,1,3,NO,30590,Saab,92x,2014,0
543,37,3/4/2003,OH,100/300,1000,1221.17,0,617460,FEMALE,Masters,protective-serv,golf,not-in-family,49300,0,1/24/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,YES,0,0,YES,34020,Suburu,Impreza,1996,0
544,254,6/7/1994,IN,100/300,500,1927.87,0,609317,MALE,MD,prof-specialty,yachting,husband,0,0,1/21/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,YES,0,1,?,37870,Honda,Civic,1996,1
545,131,7/4/2013,IN,250/500,1000,978.27,0,479821,FEMALE,Associate,sales,paintball,own-child,65700,0,2/3/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,?,1,3,NO,53480,Suburu,Forrestor,2003,0
546,230,6/30/2002,IN,100/300,2000,1221.14,0,473394,MALE,MD,prof-specialty,board-games,wife,48100,0,1/7/2015,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,?,0,2,?,48020,Audi,A5,2002,0
547,313,6/30/2004,OH,100/300,2000,1255.62,0,603882,MALE,MD,armed-forces,polo,unmarried,0,0,2/2/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,YES,2,1,YES,48300,Ford,F150,1995,1
548,210,12/19/1998,IN,250/500,500,999.52,0,615229,MALE,JD,tech-support,golf,other-relative,0,0,1/13/2015,Vehicle Theft,?,Minor Damage,Police,VA,Springfield,6,1,?,1,2,NO,6480,Accura,TL,2008,0
549,101,8/31/2014,OH,250/500,500,1380.89,0,620197,MALE,PhD,armed-forces,dancing,own-child,30000,-53000,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,0,3,?,2,1,?,42770,BMW,X6,1996,0
550,153,11/10/2005,IN,500/1000,500,1010.77,0,438215,MALE,High School,transport-moving,basketball,unmarried,52300,-55600,1/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,5,3,?,0,3,NO,34000,Volkswagen,Jetta,1999,0
551,337,5/4/2000,OH,100/300,500,1205.86,0,444583,MALE,Associate,armed-forces,basketball,wife,0,-34600,2/1/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,YES,0,1,NO,64800,Accura,RSX,2001,0
552,360,11/26/2001,IL,500/1000,1000,1526.61,0,471866,MALE,Masters,handlers-cleaners,chess,not-in-family,0,-32900,1/30/2015,Vehicle Theft,?,Minor Damage,Police,SC,Hillsdale,5,1,YES,2,2,?,2940,Dodge,RAM,2009,1
553,428,5/6/2014,IL,100/300,1000,1496.44,0,616884,FEMALE,High School,tech-support,camping,unmarried,0,0,2/16/2015,Parked Car,?,Trivial Damage,Police,NC,Springfield,9,1,YES,2,2,NO,5040,Honda,CRV,2013,0
554,204,1/27/1991,IL,100/300,500,1256.2,0,448310,FEMALE,JD,sales,hiking,not-in-family,0,0,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,10,3,YES,1,2,YES,25020,Saab,95,2013,0
555,364,4/28/1992,IL,100/300,500,1268.35,0,478902,MALE,Masters,transport-moving,board-games,wife,0,0,1/10/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,16,1,YES,2,1,NO,49210,Volkswagen,Jetta,2014,1
556,185,3/4/2000,IN,500/1000,2000,1421.59,0,442695,MALE,College,other-service,sleeping,own-child,0,0,1/31/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Arlington,8,1,?,2,3,YES,3600,Ford,F150,2011,0
557,63,10/12/1995,IL,500/1000,500,1500.04,6000000,613826,MALE,PhD,craft-repair,polo,own-child,0,-36500,2/13/2015,Vehicle Theft,?,Minor Damage,Police,NC,Northbrook,5,1,NO,0,2,YES,3440,Accura,TL,2004,0
558,210,4/25/2014,IL,100/300,500,1433.24,0,476203,FEMALE,College,exec-managerial,yachting,not-in-family,0,-19500,2/22/2015,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,NO,2,1,?,19110,Saab,95,2006,1
559,194,1/26/2011,IN,100/300,2000,1231.25,0,604333,FEMALE,PhD,craft-repair,movies,not-in-family,46500,0,1/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,15,3,?,1,0,?,39040,Toyota,Camry,2011,0
560,294,1/26/1996,IN,500/1000,500,1135.43,0,442604,MALE,Masters,farming-fishing,bungie-jumping,own-child,22700,0,2/4/2015,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,23,3,YES,1,1,YES,35100,Chevrolet,Malibu,2010,0
561,272,4/8/1991,OH,250/500,2000,945.73,5000000,435663,MALE,MD,protective-serv,chess,wife,38600,-42800,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,23,1,NO,0,0,NO,58870,Ford,Escape,2009,1
562,27,6/29/2002,IN,100/300,2000,1118.76,0,470866,FEMALE,College,adm-clerical,dancing,own-child,0,-55800,2/26/2015,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,?,1,3,?,47880,Ford,Fusion,2008,0
563,251,4/9/1999,IN,500/1000,2000,1231.98,0,612908,FEMALE,Associate,other-service,hiking,not-in-family,0,-31700,1/8/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,10,1,YES,0,0,?,33180,Dodge,RAM,1997,0
564,180,4/19/2009,IN,500/1000,2000,1005.47,0,441871,FEMALE,JD,protective-serv,hiking,own-child,58100,-49000,2/15/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,12,4,?,2,3,YES,40390,Jeep,Grand Cherokee,2002,0
565,392,8/22/1991,OH,100/300,2000,1108.97,0,431496,FEMALE,PhD,exec-managerial,exercise,not-in-family,68400,-66800,1/14/2015,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,4,1,NO,2,2,YES,74790,Saab,92x,2002,0
566,143,11/28/1991,IN,100/300,500,1392.39,5000000,436499,FEMALE,High School,exec-managerial,dancing,unmarried,0,-65700,1/12/2015,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,NO,2,0,YES,38010,Toyota,Highlander,2010,0
567,371,4/27/2012,IN,100/300,2000,1317.97,0,469853,MALE,High School,craft-repair,movies,wife,34700,-81000,1/18/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,?,1,2,?,21520,Ford,Fusion,2010,1
568,292,3/4/2007,IN,250/500,1000,1588.22,0,605369,MALE,JD,machine-op-inspct,camping,other-relative,0,-53800,1/15/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,YES,1,1,NO,59220,Chevrolet,Malibu,2007,0
569,165,12/31/2012,IL,250/500,500,900.02,6000000,448466,MALE,College,craft-repair,camping,own-child,0,-49900,2/24/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,8,1,NO,1,3,YES,55760,BMW,3 Series,2008,0
570,158,12/21/2013,OH,100/300,1000,1744.64,3000000,432786,MALE,JD,prof-specialty,movies,unmarried,0,0,2/7/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,NO,0,1,NO,25480,Volkswagen,Jetta,1998,0
571,241,4/28/2005,OH,250/500,1000,1260.56,0,473591,FEMALE,JD,adm-clerical,paintball,own-child,0,-54900,2/22/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,NO,0,2,YES,28140,Jeep,Wrangler,2010,0
572,103,9/17/1994,OH,500/1000,2000,1021.14,0,618418,FEMALE,Masters,other-service,paintball,wife,69500,-47700,1/19/2015,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,NO,2,3,?,50330,Dodge,RAM,2014,0
573,402,8/16/2003,OH,250/500,2000,1285.09,0,444558,MALE,JD,farming-fishing,board-games,not-in-family,48000,-79600,2/28/2015,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,19,1,NO,0,2,YES,45180,Mercedes,ML350,2013,1
574,102,9/2/2014,OH,100/300,500,1537.07,3000000,457733,MALE,JD,tech-support,chess,wife,0,0,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,11,1,NO,1,0,NO,33180,Chevrolet,Silverado,2004,1
575,182,12/12/2011,IN,100/300,1000,1022.42,0,466161,MALE,PhD,other-service,skydiving,husband,50000,-56900,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,13,1,YES,0,2,?,49770,Audi,A3,2008,0
576,282,8/17/1991,OH,100/300,2000,1558.86,0,450800,MALE,MD,other-service,dancing,wife,51100,-75100,2/17/2015,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2,1,?,2,2,NO,48580,BMW,M5,2012,0
577,222,2/29/2004,OH,500/1000,500,1757.87,0,458993,MALE,High School,transport-moving,board-games,not-in-family,71400,0,1/17/2015,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,9,3,YES,2,1,?,40000,Saab,93,1996,1
578,415,2/22/2015,IN,250/500,1000,973.5,0,468634,MALE,PhD,machine-op-inspct,polo,not-in-family,50400,0,2/2/2015,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,15,2,YES,1,3,YES,35370,Toyota,Highlander,2003,0
579,51,12/25/2013,OH,500/1000,500,1430.8,0,461264,MALE,PhD,machine-op-inspct,camping,unmarried,0,0,2/12/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,?,2,3,NO,38520,Honda,Civic,2007,1
580,255,10/13/1990,IL,500/1000,500,1192.27,0,600184,MALE,High School,sales,base-jumping,own-child,0,-40200,1/4/2015,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,16,1,NO,2,0,YES,42840,Ford,Fusion,2006,0
581,143,7/5/2014,IL,250/500,500,1163.83,0,604874,MALE,Associate,protective-serv,movies,husband,37700,0,2/21/2015,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,YES,2,0,?,55360,Audi,A5,1999,0
582,130,11/25/1991,OH,500/1000,1000,1003.15,0,462377,FEMALE,JD,farming-fishing,movies,other-relative,0,-38500,1/23/2015,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,YES,2,1,NO,58860,Ford,Fusion,2010,0
583,242,10/2/1990,OH,250/500,2000,1153.54,6000000,619657,MALE,Masters,protective-serv,polo,unmarried,0,-57000,2/12/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,NO,0,1,?,43330,Toyota,Corolla,2009,0
584,96,2/17/2009,IL,100/300,1000,1631.1,0,437323,FEMALE,High School,priv-house-serv,exercise,wife,0,0,1/23/2015,Parked Car,?,Trivial Damage,Police,WV,Arlington,4,1,?,1,2,NO,4690,Nissan,Pathfinder,2007,0
585,180,7/17/2005,IL,500/1000,1000,1252.48,0,432148,MALE,MD,machine-op-inspct,yachting,wife,0,-55800,2/10/2015,Vehicle Theft,?,Minor Damage,None,OH,Springfield,17,1,?,1,3,NO,3570,Chevrolet,Malibu,2000,0
586,150,3/12/1994,IN,100/300,1000,1677.26,0,439690,MALE,College,sales,yachting,own-child,40100,0,1/10/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Springfield,7,1,YES,1,3,YES,3570,Volkswagen,Jetta,2013,0
587,463,8/3/1994,IL,250/500,1000,979.73,0,601848,FEMALE,JD,exec-managerial,yachting,not-in-family,51700,0,2/12/2015,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,14,2,?,1,2,NO,50680,Chevrolet,Tahoe,1999,1
588,472,8/25/2012,IN,250/500,500,989.24,0,615821,MALE,Masters,other-service,skydiving,not-in-family,0,0,2/21/2015,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,1,NO,2,3,NO,49630,Mercedes,ML350,2002,0
589,75,12/2/2011,IL,500/1000,1000,1389.86,0,472475,FEMALE,Associate,priv-house-serv,hiking,husband,0,0,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,?,2,3,YES,52080,Saab,93,2011,0
590,193,2/25/2005,OH,100/300,500,1233.85,0,457463,FEMALE,College,handlers-cleaners,chess,husband,0,0,2/28/2015,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,?,2,1,YES,49980,Ford,Escape,1999,0
591,43,11/7/1997,IL,500/1000,500,1320.39,0,604861,FEMALE,Associate,armed-forces,yachting,not-in-family,0,0,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,16,1,?,2,1,?,50890,Honda,CRV,1996,1
592,253,4/20/2004,IN,100/300,1000,1435.09,0,471519,FEMALE,College,machine-op-inspct,bungie-jumping,not-in-family,36600,0,1/11/2015,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,17,1,NO,2,0,?,44030,Chevrolet,Tahoe,1995,0
593,152,11/17/2009,IN,500/1000,500,1448.54,0,618682,FEMALE,JD,craft-repair,polo,wife,58600,0,2/11/2015,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,9,1,YES,1,1,?,69210,Toyota,Highlander,2000,1
594,160,9/19/2009,OH,250/500,500,1733.56,0,441425,MALE,High School,sales,sleeping,wife,0,-43800,1/9/2015,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,NO,2,1,YES,44520,Mercedes,ML350,1996,0
595,56,11/8/2009,IN,100/300,500,1533.07,0,609336,MALE,JD,farming-fishing,exercise,own-child,0,-28800,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,13,1,YES,1,2,YES,52000,Ford,Escape,2001,0
596,286,9/12/2001,IL,100/300,500,1106.77,0,603320,FEMALE,College,prof-specialty,golf,other-relative,45500,-62500,2/26/2015,Parked Car,?,Trivial Damage,Police,WV,Columbus,3,1,?,2,0,NO,4000,Dodge,RAM,2003,0
597,3,11/27/1992,IL,100/300,500,995.7,5000000,615446,FEMALE,JD,priv-house-serv,chess,unmarried,0,0,2/2/2015,Parked Car,?,Trivial Damage,Police,PA,Springfield,3,1,?,2,1,?,3500,Mercedes,E400,2008,1
598,286,12/7/1998,IL,250/500,1000,1298.85,6000000,435967,FEMALE,High School,sales,camping,other-relative,71300,-70300,1/4/2015,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,?,1,3,YES,36300,Saab,92x,2007,0
599,239,8/25/1990,OH,250/500,1000,1276.73,5000000,610246,FEMALE,Masters,handlers-cleaners,bungie-jumping,other-relative,0,0,2/19/2015,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,NO,1,3,?,48160,Saab,93,2003,0
600,64,10/22/2011,OH,250/500,2000,1202.28,0,479327,MALE,High School,exec-managerial,cross-fit,other-relative,0,-61400,1/12/2015,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,?,1,2,NO,34960,Nissan,Pathfinder,2007,1
601,98,2/1/1990,IN,100/300,500,671.92,0,468300,MALE,Masters,machine-op-inspct,bungie-jumping,wife,0,-26400,1/24/2015,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,?,2,0,?,49840,Ford,Escape,1997,0
602,16,11/27/1990,IL,250/500,1000,1358.03,0,612660,MALE,JD,sales,chess,own-child,59300,-31400,2/17/2015,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,0,1,NO,2,1,?,35000,Volkswagen,Jetta,2008,1
603,70,7/16/2004,IN,250/500,1000,1008.79,4000000,466691,FEMALE,Masters,adm-clerical,video-games,own-child,46000,0,1/13/2015,Vehicle Theft,?,Trivial Damage,Police,WV,Columbus,19,1,NO,2,3,?,3850,Toyota,Camry,2000,0
604,75,12/10/1993,OH,100/300,1000,1141.1,0,468515,MALE,JD,armed-forces,movies,other-relative,0,0,2/28/2015,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Hillsdale,15,2,?,0,1,YES,53730,Toyota,Highlander,2008,0
